Frame u v idNr ID Vertex
1079 563.88 362.57 4316 32 2
1079 478.11 387.43 4316 32 3
1081 368.72 378.73 4324 32 0
1081 567.2 361.33 4324 32 2
1081 485.98 386.19 4324 32 3
1082 375.35 377.9 4327 32 0
1082 570.51 359.67 4327 32 2
1082 488.88 385.36 4327 32 3
1083 382.8 375.41 4331 32 0
1083 573.83 359.25 4331 32 2
1083 494.27 382.46 4331 32 3
1084 387.36 374.17 4335 32 0
1084 575.9 358.01 4335 32 2
1084 500.07 381.63 4335 32 3
1085 393.16 372.93 4339 32 0
1085 580.04 358.01 4339 32 2
1085 505.46 380.39 4339 32 3
1087 396.06 372.93 4347 32 0
1087 582.11 357.18 4347 32 2
1087 507.11 380.8 4347 32 3
1092 423.41 368.37 4367 32 0
1092 601.59 355.11 4367 32 2
1092 528.66 375.41 4367 32 3
1093 425.9 367.54 4371 32 0
1093 602.0 354.7 4371 32 2
1093 529.07 373.76 4371 32 3
1094 429.63 367.54 4375 32 0
1094 602.42 355.52 4375 32 2
1094 531.15 372.93 4375 32 3
1095 435.01 367.96 4380 32 0
1095 608.22 354.28 4380 32 2
1095 533.22 372.93 4380 32 3
1097 435.01 365.06 4388 32 0
1097 607.8 353.45 4388 32 2
1097 532.8 372.51 4388 32 3
1098 443.3 362.98 4392 32 0
1098 616.09 352.62 4392 32 2
1098 544.82 370.03 4392 32 3
1100 446.62 361.74 4400 32 0
1100 618.16 351.38 4400 32 2
1100 548.96 368.78 4400 32 3
1101 448.69 362.15 4404 32 0
1101 620.23 350.97 4404 32 2
1101 548.96 369.61 4404 32 3
1102 454.49 362.98 4408 32 0
1102 624.79 350.97 4408 32 2
1102 553.52 369.61 4408 32 3
1103 457.8 360.5 4412 32 0
1103 626.86 349.72 4412 32 2
1103 548.96 368.37 4412 32 3
1104 461.53 363.4 4416 32 0
1104 627.69 350.55 4416 32 2
1104 549.79 367.54 4416 32 3
1105 462.78 361.33 4420 32 0
1105 628.11 350.55 4420 32 2
1105 551.86 367.54 4420 32 3
1106 466.09 361.33 4424 32 0
1106 631.84 351.38 4424 32 2
1106 558.08 366.71 4424 32 3
1107 469.41 361.33 4427 32 0
1107 631.84 351.38 4427 32 2
1107 558.49 365.47 4427 32 3
1108 470.65 361.33 4431 32 0
1108 632.25 350.55 4431 32 2
1108 557.25 366.71 4431 32 3
1109 471.48 358.84 4435 32 0
1109 635.98 349.31 4435 32 2
1109 561.4 365.88 4435 32 3
1110 476.86 359.67 4439 32 0
1110 637.64 349.31 4439 32 2
1110 560.57 365.06 4439 32 3
1111 479.77 358.84 4443 32 0
1111 642.2 348.07 4443 32 2
1111 566.78 365.06 4443 32 3
1112 480.59 358.01 4447 32 0
1112 643.02 348.48 4447 32 2
1112 568.02 363.81 4447 32 3
1113 481.84 357.18 4451 32 0
1113 644.27 347.65 4451 32 2
1113 571.34 363.81 4451 32 3
1114 484.32 356.77 4455 32 0
1114 644.68 347.65 4455 32 2
1114 574.65 363.81 4455 32 3
1115 485.15 359.25 4459 32 0
1115 645.93 347.24 4459 32 2
1115 574.24 362.98 4459 32 3
1116 488.05 358.43 4463 32 0
1116 647.17 347.65 4463 32 2
1116 567.61 364.23 4463 32 3
1117 490.54 358.43 4467 32 0
1117 648.0 347.65 4467 32 2
1117 570.1 363.4 4467 32 3
1363 12.36 444.2 5451 35 0
1363 376.17 404.01 5451 35 2
1363 175.21 471.96 5451 35 3
1364 23.14 442.96 5455 35 0
1364 373.27 404.42 5455 35 2
1364 191.78 464.92 5455 35 3
1365 26.45 440.88 5459 35 0
1365 376.59 404.01 5459 35 2
1365 193.02 464.92 5459 35 3
1366 29.35 440.06 5463 35 0
1366 377.42 404.01 5463 35 2
1366 193.85 464.92 5463 35 3
1368 38.88 435.91 5471 35 0
1368 383.63 401.52 5471 35 2
1368 200.07 462.43 5471 35 3
1369 51.73 433.43 5475 35 0
1369 387.36 399.86 5475 35 2
1369 214.57 460.77 5475 35 3
1373 79.07 425.55 5492 35 0
1373 401.86 395.72 5492 35 2
1373 237.36 449.59 5492 35 3
1374 92.75 425.14 5496 35 0
1374 401.86 395.72 5496 35 2
1374 244.82 447.93 5496 35 3
1375 96.06 422.24 5500 35 0
1375 410.15 392.82 5500 35 2
1375 253.52 444.2 5500 35 3
1377 103.11 421.82 5508 35 0
1377 410.98 393.23 5508 35 2
1377 257.25 443.37 5508 35 3
1378 118.85 417.68 5512 35 0
1378 420.93 391.57 5512 35 2
1378 280.04 437.15 5512 35 3
1379 128.38 416.85 5516 35 0
1379 419.27 389.92 5516 35 2
1379 290.81 431.77 5516 35 3
1380 133.36 414.36 5520 35 0
1380 422.58 390.33 5520 35 2
1380 295.37 431.35 5520 35 3
1381 142.47 412.71 5524 35 0
1381 425.9 388.67 5524 35 2
1381 295.37 431.35 5524 35 3
1382 147.44 415.19 5527 35 0
1382 430.46 389.09 5527 35 2
1382 300.35 430.11 5527 35 3
1383 151.17 413.95 5531 35 0
1383 435.01 387.85 5531 35 2
1383 304.9 428.87 5531 35 3
1384 162.36 411.46 5535 35 0
1384 436.26 387.02 5535 35 2
1384 303.66 427.62 5535 35 3
1385 164.85 411.88 5539 35 0
1385 439.16 385.77 5539 35 2
1385 313.19 426.8 5539 35 3
1386 170.23 411.88 5543 35 0
1386 440.81 385.36 5543 35 2
1386 316.09 424.31 5543 35 3
1387 186.4 406.49 5547 35 0
1387 448.27 382.87 5547 35 2
1387 327.28 421.82 5547 35 3
1388 192.61 404.83 5551 35 0
1388 449.52 381.63 5551 35 2
1388 331.01 420.99 5551 35 3
1389 196.75 402.76 5555 35 0
1389 452.83 382.04 5555 35 2
1389 333.49 419.75 5555 35 3
1390 202.97 404.42 5559 35 0
1390 460.29 379.56 5559 35 2
1390 342.2 418.09 5559 35 3
1391 216.23 400.69 5563 35 0
1391 468.16 378.31 5563 35 2
1391 351.73 413.95 5563 35 3
1392 222.86 400.28 5567 35 0
1392 468.16 377.49 5567 35 2
1392 359.19 412.29 5567 35 3
1393 231.15 396.96 5571 35 0
1393 475.21 375.0 5571 35 2
1393 368.72 410.22 5571 35 3
1394 237.36 394.89 5575 35 0
1394 473.55 376.24 5575 35 2
1394 374.1 407.32 5575 35 3
1395 244.82 394.89 5580 35 0
1395 476.45 375.0 5580 35 2
1395 381.15 405.25 5580 35 3
1397 255.18 393.65 5588 35 0
1397 484.74 374.17 5588 35 2
1397 389.02 403.59 5588 35 3
1398 276.31 389.09 5592 35 0
1398 496.34 370.86 5592 35 2
1398 403.94 398.62 5592 35 3
1399 281.7 388.26 5596 35 0
1399 500.48 370.44 5596 35 2
1399 409.32 397.79 5596 35 3
1400 286.67 387.43 5600 35 0
1400 501.73 371.27 5600 35 2
1400 414.3 395.72 5600 35 3
1402 294.54 384.53 5608 35 0
1402 505.04 370.44 5608 35 2
1402 420.1 395.72 5608 35 3
1403 300.35 384.12 5612 35 0
1403 508.77 369.2 5612 35 2
1403 424.65 393.23 5612 35 3
1404 316.92 380.8 5616 35 0
1404 519.96 364.23 5616 35 2
1404 435.01 390.75 5616 35 3
1405 323.14 381.22 5620 35 0
1405 522.86 362.98 5620 35 2
1405 439.16 389.92 5620 35 3
1406 326.86 379.97 5624 35 0
1406 526.59 362.57 5624 35 2
1406 442.89 388.67 5624 35 3
1408 340.54 377.07 5631 35 0
1408 533.63 362.15 5631 35 2
1408 452.83 385.77 5631 35 3
1409 354.21 373.76 5635 35 0
1409 543.58 360.5 5635 35 2
1409 463.6 382.87 5635 35 3
1410 360.01 372.51 5639 35 0
1410 545.65 360.08 5639 35 2
1410 468.16 381.63 5639 35 3
1411 363.33 371.69 5643 35 0
1411 548.55 359.67 5643 35 2
1411 471.48 381.22 5643 35 3
1412 366.23 369.2 5647 35 0
1412 552.28 358.43 5647 35 2
1412 467.33 380.8 5647 35 3
